time,FOUNTAIN NO.1,SC01406518ACD T02-MW006,SC01406518CAA MW 1-1,SC01406519ABD T04-MW004,SC01406519BBB T01-MW002,SC01406520CDB MW2-4,SC01406527ACB1,SC01406527DDB1 BANNING-LEWIS RANCHES,SC01406527DDB2,SC01406527DDC1,SC01406528BBC 03-002,SC01406529BCB T07-MW004,SC01406529CDD PAFB07MW03,SC01406530DBD T07-MW006,SC01406531BBC T13-MW004,SC01406531CBC 04-009,SC01406531DAC T11-MW001,SC01406531DCC T12-MW003,SC01406534AAC1,SC01406534DAB1,SC01406627DCC,SC01406632ADA1 U-4 (WIDEFIELD),SC01406633CAD1,SC01406633DAC2,SC01406633DBB1 U-5,SC01406633DBB2,SC01406633DBB3,SC01406634AAA,SC01406634CCC1,SC01406634DBB1,SC01406634DBB2,SC01406635CAA CO259-26,SC01506503AAB2,SC01506508CAB,SC01506510AAB,SC01506510ABA,SC01506510ABB2,SC01506515DAA,SC01506519BAD1 NONUM-2,SC01506519BCB1 U-17,SC01506522DBA1,SC01506522DBA4,SC01506522DBB1,SC01506527ACA1,SC01506528DCD1 USGS 384231104400600,SC01506528DCD2,SC01506530CDA FRANCOIS,SC01506533BDD1,SC01506602CCC1,SC01506602CCC2 U-9,SC01506603ABA TH-22,SC01506603BAC1 MARS GAS,SC01506603BBC TH-42,SC01506603BCA2,SC01506603CAB1,SC01506603CAB2,SC01506603CAB3 U-08,SC01506603CAB4,SC01506603CAB5,SC01506603CAD1 STRATMOOR HILLS 4,SC01506603DCA1,SC01506603DDB SECURITY 14,SC01506604ABA1 U-7,SC01506604ACA TH-52,SC01506610ADB1 TH-7,SC01506610ADB2 TH-46,SC01506611ACD1 U-10,SC01506611BBB2,SC01506611BCA,SC01506611BDC,SC01506611BDC2,SC01506611BDC3 U-11,SC01506611CAA,SC01506611CDB,SC01506611CDD1,SC01506611CDD2 U-12,SC01506611DCB2,SC01506612ABA,SC01506612CDC CO259-25,SC01506613ADD,SC01506613BCC2,SC01506613CBD1 U-14B,SC01506613CBD2 U-14,SC01506613CCA,SC01506613CDD,SC01506613DDC1 U-15,SC01506614AAC2,SC01506614AAD SECURITY 2,SC01506614ABB,SC01506614ADD,SC01506614BAA,SC01506614BBA  TH-5,SC01506614DAA1 U-13,SC01506614DAD1,SC01506619ADA2,SC01506624ABC1,SC01506624ABC2 U-16,SC01506624BAA1,SC01506624BAD1 WIDEFIELD 4,SC01506624DAB2 U-18,SC01506624DBD2 U-19,SC01506624DBD3,SC01506624DCA1,SC01506625AAA1,SC01606504BBB,SC01606505ADA USGS 384122104410000,SC01606505ADD,SC01606505CCB FOUNTAIN 3,SC01606505DCD,SC01606505DDC,SC01606505DDC2,SC01606506ABB1,SC01606506ABB2,SC01606506ABB3,SC01606506ABB4,SC01606506ACC1,SC01606506DAA FOUNTAIN 2,SC01606506DAB1,SC01606506DAB2,SC01606508AAB,SC01606508DBA1 DELBERT WELLS WELL 1,SC01606508DBB,SC01606508DCB,SC01606508DCC,SC01606516BBA1,SC01606516CCC1,SC01606516CCC2,SC01606517AAA1,SC01606517AAA2,SC01606517DDA,SC01606520AAA1,SC01606520AAB,SC01606521BAB,SC01606521BBA1,SC01606521BBC,SC01606521BCB,SCO1406633DAC2,SCO1406634CCD,SCO1416633DAC1,SCO1506601BBD TH-53,SCO1506602BBB TH-18,SCO1506602BDC,SCO1506602CAA,SCO1506603AAD,SCO1506603BAC,SCO1506604AAA,SCO1506604AAB TH-49,SCO1506604ABA2 TH-50,SCO1506610BAA,SCO1506611ABC TH-47
15217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732.81848,1720.010784,,,,,,,,,,1749.030792,1760.436408,,1755.699816,,,,1750.627944,,,,,,1760.26572,1757.4006000000002,1743.4224720000002,1743.7150800000002,1744.410024,,,,,1739.5728480000002,,,,1731.145128,,,1730.636112,,,1725.573384,,,,1721.87616,,,,,,1736.579712,1728.249528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.549904,,,,,,,1733.5560960000005,1720.135752,,,,,,,,,,1749.320352,1760.348016,,1755.8766,,,,1751.1918240000002,,,,,,1760.4272640000002,1757.501184,1743.5626800000002,1743.894912,1744.7422560000002,,,,,1740.609168,,,,1732.8001920000002,,,1731.8233080000002,,,1726.9480320000002,,,,1722.857616,,,,,,1737.2136960000005,1729.685136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.924296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744.73616,,,,,,,,,,,,1731.93456,,,,,,1731.59928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.10132,,,,,,,,,,,,,,,,,,,,,,
15552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.1252800000002,1760.2718160000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.443224,,,,,,,1733.03184,1720.0626,,,,,,,,,,,,,1755.599232,,,,1750.6980480000002,,,,,,1760.2626720000003,1757.52252,1743.3858960000002,1743.712032,1744.656912,,,,,1739.027256,,,,1729.547976,,,1730.587344,,,,,,,1721.78472,,,,,,1736.646768,1727.996544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.564192,1760.3724000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.545952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.46456,,,,,,,1733.379312,1720.03212,,,,,,,,,,,,,1755.7912560000002,,,,1751.0912400000002,,,,,,1760.3114400000002,1757.4768,1743.495624,1743.940632,1744.0930320000002,,,,,1740.642696,,,,1732.84896,,,1731.17256,,,,,,,1721.912736,,,,,,1737.195408,1728.548232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.38836,,,,,,,1733.406744,1720.096128,,,,,,,,,,,1759.9212960000002,,1755.7424880000003,,,,1751.021136,,,,,,1760.3906880000002,1757.839512,1743.327984,1743.73032,1744.361256,,,,,1739.566752,,,,1730.687928,,,1730.5050480000002,,,1724.073768,,,,1721.52564,,,,,,1737.1466400000002,1728.03312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.4279840000002,,,,,,,1733.357976,1720.044312,,,,,,,,,,1749.2593920000002,1760.171232,,1755.7242,,,,1751.057712,,,,,,1760.439456,1757.6840640000005,1743.33408,1743.7760400000002,1744.43136,,,,,1740.657936,,,,1732.83372,,,1731.3950640000005,,,1726.20432,,,,1722.296784,,,,,,1737.2472240000002,1728.621384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.452368,,,,,,,1733.303112,1720.090032,,,,,,,,,,1749.1130880000003,1760.2260960000003,,1755.833928,,,,1750.630992,,,,,,1760.50956,1757.927904,1743.337128,1743.7790880000002,1744.361256,,,,,1739.923368,,,,1731.928464,,,1731.0536880000002,,,1725.936096,,,,1722.0377039999998,,,,,,1736.783928,1728.606144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.079744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.22384,,,,,,,,,,,,1730.77632,,,,,,1727.9538720000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665.5856960000003,,,,,,,,,,,,,,,,,,,,,,
16494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.537712,,,,,,,1733.379312,1720.050408,,,,,,,,,,1749.2014800000002,1760.224572,,,,,,1751.024184,,,,,,1760.558328,1757.726736,1743.3066480000002,1743.7364160000002,1744.455744,,,,,1740.6670800000002,,,,1733.357976,,,1731.78216,,,1726.816968,,,,1722.5406240000002,,,,,,1737.338664,1729.5784560000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.84312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.168136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.33052,,,,,,,,,,,,,,,,,,1728.6518640000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.503144,,,,,,,,,,,,,,,,,,,,,,
16678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.6748720000005,,,,,,,1733.242152,1720.15404,,,,,,,,,,1749.21672,1760.6070960000002,,1756.739184,,,,1751.076,,,,,,1760.969808,1758.4430160000002,1743.361512,1743.708984,1744.635576,,,,,1739.3564400000002,,,,1731.7516800000003,,,1731.379824,,,1726.359768,,,,1722.677784,,,,,,1736.7168720000002,1728.923136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.1046400000002,,,,,,,1733.4402720000005,1720.059552,,,,,,,,,,1749.448368,1760.6284320000002,,1756.6416480000005,,,,1751.10648,,,,,,1760.533944,1757.9004720000005,1743.236544,1743.73032,1744.56852,,,,,1740.715848,,,,1733.379312,,,1731.894936,,,1726.978512,,,,1722.842376,,,,,,1736.94852,1729.7582880000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744.64472,,,,,,,,,,,,1731.1116000000002,,,,,,1727.3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.0766960000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.7134560000002,,,,,,,,,,,,,,,,,,,,,,
17044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.4368720000002,,,,,,,1733.3000640000002,1720.132704,,,,,,,,,,1749.295968,1760.826552,,1756.74528,,,,1751.0546640000002,,,,,,1760.50956,1758.0528720000002,1743.34932,1743.797376,1744.480128,,,,,1740.60612,,,,1733.577432,,,1732.035144,,,1727.11872,,,,1722.689976,,,,,,1736.8540320000002,1729.9746960000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.692904,,,,,,,1733.4036960000003,1720.086984,,,,,,,,,,1749.27768,1760.9058,,1756.230168,,,,1750.993704,,,,,,1760.3784960000005,1757.8974240000002,1743.2274,1743.7364160000002,1744.467936,,,,,1740.993216,,,,1733.931,,,1732.45272,,,1727.7892800000002,,,,1723.7262960000005,,,,,,1737.17712,1730.5324800000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.387408,1761.2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.706984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.8574960000003,,,,,,,1733.4890400000002,1720.0778400000002,,,,,,,,,,,,,1756.6142160000002,,,,1751.5636800000002,,,,,,1760.5918560000002,1758.174792,,,1744.3764960000003,,,,,1740.98712,,,,1734.20532,,,1732.282032,,,,,,,1723.525128,,,,,,1737.2076000000002,1730.489808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.1988720000002,,,,,,,1733.400648,,,,,,,,,,,1749.2593920000002,1761.14964,,1756.355136,,,,1750.926648,,,,,,1760.381544,1757.7998880000002,,1743.641928,1744.510608,,,,,1740.68232,,,,,,,1732.2698400000002,,,1727.691744,,,,1723.6226640000002,,,,,,,1730.416656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.2567840000002,,,,,,,,,,,,,,,,,,,1761.18012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17682.0,,,1885.259628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.204504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17712.0,,,1885.611672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.27812,,,,,,,1733.141568,1720.096128,,,,,,,,,,,1761.1984080000002,,1756.275888,,,,1750.890072,,,,,,1760.3114400000002,1757.885232,1743.175584,1743.6388800000002,1744.50756,,,,,1740.6122160000002,,,,1733.571336,,,1732.1143920000002,,,,,,,1723.3270080000002,,,,,,1736.866224,1730.3038800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743.0,,,1885.764072,,,,,,,,,,1840.190376,,,,,,,,,,,,,,,,,,,1783.305552,,,,,,,1733.38236,,,,,,,,,,,,1761.224316,,1756.376472,,,,1750.859592,,,,,,1760.366304,1757.9400960000005,1743.154248,1743.687648,1744.1296080000002,,,,,1740.694512,,,,1733.53476,,,1732.123536,,,,,,,1723.284336,,,,,,1737.02472,1730.2886400000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17774.0,,,1886.202984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.268976,,,,,,,1733.5134240000002,,,,,,,,,,,1749.44532,1761.282228,,1756.45572,,,,1750.887024,,,,,,1760.40288,1757.946192,1743.178632,1743.681552,1744.434408,,,,,1740.752424,,,,,,,1732.0808640000002,,,1727.490576,,,,1723.3300560000002,,,,,,,1730.297784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17804.0,,,1885.8890400000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.311648,,,,,,,1733.181192,1720.096128,,,,,,,,,,,1761.2928960000002,,1756.376472,,,,1750.792536,,,,,,1760.247432,1757.84256,1743.096336,1743.568776,1744.550232,,,,,1740.703656,,,,1733.5865760000002,,,1732.1326800000002,,,,,,,1723.336152,,,,,,1736.823552,1730.309976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.9176720000005,,,,,,,,,,,,,,,,,,,,,,
17835.0,,,1885.684824,,,,,,,,,,,,,,1825.0479120000002,,,,,,,,,,,,,,,,,,,,,,1733.464656,1720.1022240000002,,,,,,,,,,,1761.3142320000002,,1756.309416,,,,1750.868736,,,,,,1760.332776,1757.839512,1743.224352,1743.751656,1744.6050960000002,,,,,1740.816432,,,,1733.013552,,,1732.123536,,,,,,,1723.375776,,,,,,1736.9911920000002,1730.31912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17865.0,1682.026608,,1885.346496,1867.015824,1872.849696,1857.963264,,,,,,1844.826384,,,,,,,,,,,,,,,,,,,,1783.360416,,,,,,,1733.42808,,,,,,,,,,,1749.6190560000002,1761.2761320000002,,,,,,,,,,,,1760.0858880000003,1757.7252119999998,,1743.7760400000002,,,,,,1740.505536,,,,1733.7298320000002,,,,,,1726.978512,,,,1723.47636,,,,,,1736.9911920000002,,,,,,,1721.065392,,,,,,,,,,,,,,,,,,1679.6308800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17896.0,,1881.350568,,,,,,,,,1862.76996,,,1832.896512,1814.544504,1808.94228,,1818.095424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17927.0,,,1884.767376,,,,,,,,,,,,,,1825.334424,,,,,,,,,,,,,,,1783.36956,,,,,,,1733.379312,,,,,,,,,,,,1761.2410800000002,,1756.038144,,,,1750.8778800000002,,,,,,1760.35716,1757.75112,1743.142056,1743.6632640000005,1744.577664,,,,,1740.782904,,,,1733.674968,,,1732.2576480000002,,,,,,,1723.5738960000003,,,,,,1737.000336,1730.4258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.342128,,,,,,,1733.370168,,,,,,,,,,,1749.52152,1761.2166960000002,,1755.961944,,,,1750.850448,,,1753.8496800000005,,,1760.35716,1757.772456,1743.148152,1743.6602160000002,1744.53804,,,,,1740.779856,,,,1733.650584,,,1732.20888,,,1727.6490720000002,,,,1723.5982800000002,,,,,,1736.96376,1730.407512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17986.0,,1881.594408,1884.758232,,,,,,,,,,,,,,1825.360332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.207552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18047.0,,,1885.123992,,,,,,,,,,,,,,1825.364904,,,,,,,,,,,,,,,1783.29336,,,,,,,1733.546952,1720.0626,,,,,,,,,,1749.545904,1761.280704,,1755.9284160000002,,,,1750.8382560000002,,,,,,1760.460792,1757.8760880000002,1743.263976,1743.8552880000002,1744.440504,,,,,1740.279984,,,,,,,1732.175352,,,1727.5972560000002,,,,1723.360536,,,,,,,1730.383128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18077.0,,,1885.504992,1866.912192,,,,,,,1862.443824,,,,,,1825.367952,,,,,,,,,,,,,,,1783.268976,,,,,,,1733.248248,,,,,,,,,,,,1761.25632,,,,,,,,,,,,,1757.891328,,,,,,,,,,,,1733.644488,,,1732.1174400000002,,,1727.429616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18139.0,,,1886.0688720000005,,,,,,,,,,,,,,1825.358808,,,,,,,,,,,,,,,1783.208016,,,,,,,1733.010504,1720.0412640000002,,,,,,,,,,1749.44532,1761.2761320000002,,1755.9588960000003,,,,,,,,,,1760.284008,1757.7968400000002,,1743.65412,1744.41612,,,,,1740.07272,,,,,,,1732.047336,,,1727.3076960000003,,,,1722.827136,,,,,,1736.65896,1730.18196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18169.0,,,1885.861608,,,,,,,,,,,,,,1825.349664,,,,,,,,,,,,,,,1783.1866800000005,,,,,,,1733.03184,1720.050408,,,,,,,,,,1749.56724,1761.3492840000004,,1755.910128,,,,1750.71024,,,,,,1760.2321920000002,1757.7236880000005,,1743.757752,1744.3825920000002,,,,,1740.6914640000002,,,,1733.7786,,,1731.794352,,,1727.2375920000002,,,,1722.6808320000002,,,,,,1736.808312,1730.297784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18200.0,,,1885.633008,,,,,,,,,,,,,,1825.349664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.268512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18230.0,,1881.3078960000005,1884.9812439999998,1866.781128,1873.142304,1857.134208,,,,,1862.303616,1844.000376,,1832.003448,1813.444176,1808.152848,1825.309169142857,,,,,,,,,,,,,,,1782.3700700000002,,,,,,,1733.3338460000002,1720.0300880000002,,,,,,,,,,1749.3042992,1761.151164,,1756.007156,,,,1750.666298,,,,,,1760.3523340000002,1757.770678,1743.1830654545456,1743.6899926153847,1744.3873025454545,,,,,,,,,1732.6241113846154,,,1731.4710100000002,,,1726.67168,,,,1722.385176,,,,,,1736.4355416000003,1729.2797520000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
