Period,CELLID,STAGE,COND,RBOT,BOUNDNAME
1,"(0, 660, 468)",1726.0,590.8845,1725.9,jimmy
1,"(0, 661, 468)",1726.0,590.003,1725.9,jimmy
1,"(0, 662, 468)",1726.0,587.9465,1725.9,jimmy
1,"(0, 663, 468)",1726.0,587.9465,1725.9,jimmy
1,"(0, 664, 468)",1725.0,587.9465,1724.9,jimmy
1,"(0, 665, 468)",1725.0,587.9465,1724.9,jimmy
1,"(0, 666, 468)",1725.0,607.045,1724.9,jimmy
1,"(0, 667, 468)",1725.0,612.9215,1724.9,jimmy
1,"(0, 668, 468)",1725.0,592.06,1724.9,jimmy
1,"(0, 669, 468)",1725.0,592.06,1724.9,jimmy
1,"(0, 670, 468)",1725.0,147.7945,1724.9,jimmy
1,"(0, 670, 467)",1725.0,453.6675,1724.9,jimmy
1,"(0, 671, 467)",1725.0,604.1065,1724.9,jimmy
1,"(0, 672, 467)",1724.0,604.1065,1723.9,jimmy
1,"(0, 673, 467)",1724.0,599.1115,1723.9,jimmy
1,"(0, 674, 467)",1724.0,594.7045,1723.9,jimmy
1,"(0, 675, 467)",1724.0,22.331,1723.9,jimmy
1,"(0, 677, 466)",1724.0,174.533,1723.9,jimmy
1,"(0, 675, 466)",1724.0,572.0795,1723.9,jimmy
1,"(0, 676, 466)",1724.0,744.5555,1723.9,jimmy
1,"(0, 678, 465)",1724.0,533.5885,1723.9,jimmy
1,"(0, 677, 465)",1724.0,669.924,1723.9,jimmy
1,"(0, 678, 464)",1724.0,477.7615,1723.9,jimmy
1,"(0, 679, 464)",1724.0,485.6945,1723.9,jimmy
1,"(0, 679, 463)",1724.0,256.2165,1723.9,jimmy
1,"(0, 680, 463)",1724.0,724.5755,1723.9,jimmy
1,"(0, 681, 463)",1724.0,19.6865,1723.9,jimmy
1,"(0, 681, 462)",1724.0,659.052,1723.9,jimmy
1,"(0, 682, 462)",1724.0,516.5465,1723.9,jimmy
1,"(0, 682, 461)",1724.0,163.3675,1723.9,jimmy
1,"(0, 683, 461)",1724.0,698.719,1723.9,jimmy
1,"(0, 684, 461)",1724.0,234.4735,1723.9,jimmy
1,"(0, 684, 460)",1724.0,476.2925,1723.9,jimmy
1,"(0, 685, 460)",1724.0,492.4525,1723.9,jimmy
1,"(0, 685, 459)",1724.0,275.0215,1723.9,jimmy
1,"(0, 686, 459)",1723.0,496.86,1722.9,jimmy
1,"(0, 686, 458)",1723.0,631.1385,1722.9,jimmy
1,"(0, 686, 457)",1723.0,633.4895,1722.9,jimmy
1,"(0, 686, 456)",1723.0,635.2525,1722.9,jimmy
1,"(0, 686, 455)",1724.0,617.6225,1723.9,jimmy
1,"(0, 685, 454)",1723.0,438.9765,1722.9,jimmy
1,"(0, 686, 454)",1724.0,153.3775,1723.9,jimmy
1,"(0, 685, 453)",1723.0,592.3535,1722.9,jimmy
1,"(0, 685, 452)",1723.0,592.3535,1722.9,jimmy
1,"(0, 693, 452)",1722.0,374.3345,1721.9,jimmy
1,"(0, 694, 452)",1721.0,592.6475,1720.9,jimmy
1,"(0, 695, 452)",1722.0,119.881,1721.9,jimmy
1,"(0, 685, 451)",1723.0,592.3535,1722.9,jimmy
1,"(0, 692, 451)",1722.0,534.47,1721.9,jimmy
1,"(0, 693, 451)",1723.0,346.715,1722.9,jimmy
1,"(0, 695, 451)",1723.0,536.8205,1722.9,jimmy
1,"(0, 696, 451)",1721.0,663.4595,1720.9,jimmy
1,"(0, 697, 451)",1721.0,67.874,1720.9,jimmy
1,"(0, 685, 450)",1723.0,592.06,1722.9,jimmy
1,"(0, 691, 450)",1722.0,473.648,1721.9,jimmy
1,"(0, 692, 450)",1725.0,302.935,1724.9,jimmy
1,"(0, 697, 450)",1722.0,779.227,1721.9,jimmy
1,"(0, 698, 450)",1721.0,38.785,1720.9,jimmy
1,"(0, 685, 449)",1723.0,590.297,1722.9,jimmy
1,"(0, 690, 449)",1723.0,262.093,1722.9,jimmy
1,"(0, 691, 449)",1723.0,444.265,1722.9,jimmy
1,"(0, 698, 449)",1721.0,748.0815,1720.9,jimmy
1,"(0, 685, 448)",1723.0,704.889,1722.9,jimmy
1,"(0, 690, 448)",1722.0,678.151,1721.9,jimmy
1,"(0, 698, 448)",1722.0,163.661,1721.9,jimmy
1,"(0, 699, 448)",1722.0,521.2475,1721.9,jimmy
1,"(0, 685, 447)",1724.0,122.5255,1723.9,jimmy
1,"(0, 686, 447)",1723.0,747.2,1722.9,jimmy
1,"(0, 689, 447)",1722.0,661.109,1721.9,jimmy
1,"(0, 690, 447)",1722.0,242.9945,1721.9,jimmy
1,"(0, 699, 447)",1721.0,644.9485,1720.9,jimmy
1,"(0, 686, 446)",1723.0,45.543,1722.9,jimmy
1,"(0, 687, 446)",1722.0,701.657,1721.9,jimmy
1,"(0, 688, 446)",1722.0,672.2745,1721.9,jimmy
1,"(0, 689, 446)",1723.0,106.659,1722.9,jimmy
1,"(0, 699, 446)",1721.0,198.6265,1720.9,jimmy
1,"(0, 700, 446)",1721.0,446.322,1720.9,jimmy
1,"(0, 700, 445)",1721.0,644.9485,1720.9,jimmy
1,"(0, 700, 444)",1721.0,243.288,1720.9,jimmy
1,"(0, 701, 444)",1721.0,636.134,1720.9,jimmy
1,"(0, 701, 443)",1720.0,115.4735,1719.9,jimmy
1,"(0, 702, 443)",1721.0,670.8055,1720.9,jimmy
1,"(0, 702, 442)",1720.0,587.9465,1719.9,jimmy
1,"(0, 702, 441)",1720.0,597.3485,1719.9,jimmy
1,"(0, 702, 440)",1721.0,625.556,1720.9,jimmy
1,"(0, 701, 439)",1720.0,438.9765,1719.9,jimmy
1,"(0, 702, 439)",1721.0,181.291,1720.9,jimmy
1,"(0, 702, 438)",1720.0,615.566,1719.9,jimmy
1,"(0, 702, 437)",1720.0,595.8795,1719.9,jimmy
1,"(0, 702, 436)",1720.0,588.24,1719.9,jimmy
1,"(0, 702, 435)",1720.0,605.282,1719.9,jimmy
1,"(0, 701, 434)",1720.0,258.273,1719.9,jimmy
1,"(0, 702, 434)",1720.0,348.478,1719.9,jimmy
1,"(0, 701, 433)",1719.0,641.7165,1718.9,jimmy
1,"(0, 700, 432)",1719.0,282.9545,1718.9,jimmy
1,"(0, 701, 432)",1719.0,473.06,1718.9,jimmy
1,"(0, 699, 431)",1719.0,91.674,1718.9,jimmy
1,"(0, 700, 431)",1719.0,658.7585,1718.9,jimmy
1,"(0, 699, 430)",1719.0,747.494,1718.9,jimmy
1,"(0, 698, 429)",1719.0,616.1535,1718.9,jimmy
1,"(0, 699, 429)",1719.0,22.6835,1718.9,jimmy
1,"(0, 697, 428)",1719.0,317.92,1718.9,jimmy
1,"(0, 698, 428)",1719.0,384.031,1718.9,jimmy
1,"(0, 697, 427)",1719.0,611.4525,1718.9,jimmy
1,"(0, 697, 426)",1719.0,655.5265,1718.9,jimmy
1,"(0, 697, 425)",1718.0,371.1025,1717.9,jimmy
1,"(0, 698, 425)",1718.0,324.0905,1717.9,jimmy
1,"(0, 698, 424)",1718.0,547.398,1717.9,jimmy
1,"(0, 699, 424)",1718.0,588.24,1717.9,jimmy
1,"(0, 700, 424)",1718.0,588.534,1717.9,jimmy
1,"(0, 701, 424)",1718.0,590.5905,1717.9,jimmy
1,"(0, 702, 424)",1718.0,590.5905,1717.9,jimmy
1,"(0, 703, 424)",1718.0,592.06,1717.9,jimmy
1,"(0, 704, 424)",1718.0,593.529,1717.9,jimmy
1,"(0, 705, 424)",1718.0,593.529,1717.9,jimmy
1,"(0, 706, 424)",1718.0,491.865,1717.9,jimmy
1,"(0, 706, 423)",1718.0,99.607,1717.9,jimmy
1,"(0, 707, 423)",1718.0,588.8275,1717.9,jimmy
1,"(0, 708, 423)",1717.0,588.8275,1716.9,jimmy
1,"(0, 709, 423)",1717.0,699.6,1716.9,jimmy
1,"(0, 710, 423)",1717.0,274.7275,1716.9,jimmy
1,"(0, 710, 422)",1717.0,727.5135,1716.9,jimmy
1,"(0, 710, 421)",1717.0,588.24,1716.9,jimmy
1,"(0, 710, 420)",1717.0,623.499,1716.9,jimmy
1,"(0, 710, 419)",1717.0,629.9635,1716.9,jimmy
1,"(0, 709, 418)",1717.0,609.983,1716.9,jimmy
1,"(0, 710, 418)",1717.0,89.617,1716.9,jimmy
1,"(0, 708, 417)",1717.0,413.4135,1716.9,jimmy
1,"(0, 709, 417)",1717.0,441.033,1716.9,jimmy
1,"(0, 706, 416)",1716.0,22.9185,1715.9,jimmy
1,"(0, 707, 416)",1717.0,716.936,1716.9,jimmy
1,"(0, 708, 416)",1718.0,293.2385,1717.9,jimmy
1,"(0, 706, 415)",1716.0,766.005,1715.9,jimmy
1,"(0, 705, 414)",1716.0,608.2205,1715.9,jimmy
1,"(0, 706, 414)",1717.0,128.402,1716.9,jimmy
1,"(0, 705, 413)",1716.0,603.225,1715.9,jimmy
1,"(0, 705, 412)",1716.0,726.3385,1715.9,jimmy
1,"(0, 705, 411)",1715.0,213.6115,1714.9,jimmy
1,"(0, 706, 411)",1716.0,550.0425,1715.9,jimmy
1,"(0, 706, 410)",1716.0,370.8085,1715.9,jimmy
1,"(0, 707, 410)",1715.0,609.3955,1714.9,jimmy
1,"(0, 707, 409)",1718.0,73.7505,1717.9,jimmy
1,"(0, 708, 409)",1717.0,658.4645,1716.9,jimmy
1,"(0, 709, 409)",1715.0,614.6845,1714.9,jimmy
1,"(0, 709, 408)",1717.0,32.9085,1716.9,jimmy
1,"(0, 710, 408)",1715.0,647.593,1714.9,jimmy
1,"(0, 711, 408)",1715.0,432.2185,1714.9,jimmy
1,"(0, 711, 407)",1715.0,400.779,1714.9,jimmy
1,"(0, 712, 407)",1715.0,405.1865,1714.9,jimmy
1,"(0, 712, 406)",1715.0,599.6995,1714.9,jimmy
1,"(0, 712, 405)",1715.0,599.6995,1714.9,jimmy
1,"(0, 712, 404)",1714.0,674.0375,1713.9,jimmy
1,"(0, 711, 403)",1714.0,236.824,1713.9,jimmy
1,"(0, 712, 403)",1714.0,465.4205,1713.9,jimmy
1,"(0, 711, 402)",1714.0,695.4865,1713.9,jimmy
1,"(0, 710, 401)",1715.0,530.0625,1714.9,jimmy
1,"(0, 711, 401)",1716.0,330.2605,1715.9,jimmy
1,"(0, 709, 400)",1714.0,22.6245,1713.9,jimmy
1,"(0, 710, 400)",1715.0,644.361,1714.9,jimmy
1,"(0, 709, 399)",1714.0,665.5165,1713.9,jimmy
1,"(0, 709, 398)",1714.0,674.331,1713.9,jimmy
1,"(0, 709, 397)",1714.0,694.3115,1713.9,jimmy
1,"(0, 709, 396)",1714.0,104.3085,1713.9,jimmy
1,"(0, 710, 396)",1714.0,589.709,1713.9,jimmy
1,"(0, 710, 395)",1714.0,515.0775,1713.9,jimmy
1,"(0, 711, 395)",1714.0,178.94,1713.9,jimmy
1,"(0, 711, 394)",1714.0,694.3115,1713.9,jimmy
1,"(0, 711, 393)",1714.0,231.829,1713.9,jimmy
1,"(0, 712, 393)",1714.0,462.4825,1713.9,jimmy
1,"(0, 712, 392)",1714.0,642.598,1713.9,jimmy
1,"(0, 713, 392)",1714.0,51.7135,1713.9,jimmy
1,"(0, 713, 391)",1714.0,723.1065,1713.9,jimmy
1,"(0, 713, 390)",1713.0,199.214,1712.9,jimmy
1,"(0, 714, 390)",1713.0,667.867,1712.9,jimmy
1,"(0, 714, 389)",1712.0,131.634,1711.9,jimmy
1,"(0, 715, 389)",1712.0,735.447,1711.9,jimmy
1,"(0, 715, 388)",1712.0,64.054,1711.9,jimmy
1,"(0, 716, 388)",1712.0,748.669,1711.9,jimmy
1,"(0, 716, 387)",1712.0,459.838,1711.9,jimmy
1,"(0, 717, 387)",1712.0,142.7995,1711.9,jimmy
1,"(0, 716, 386)",1712.0,101.9575,1711.9,jimmy
1,"(0, 717, 386)",1712.0,561.208,1711.9,jimmy
1,"(0, 716, 385)",1712.0,767.474,1711.9,jimmy
1,"(0, 715, 384)",1712.0,647.0055,1711.9,jimmy
1,"(0, 716, 384)",1712.0,47.8935,1711.9,jimmy
1,"(0, 715, 383)",1712.0,468.9465,1711.9,jimmy
1,"(0, 714, 383)",1713.0,44.544,1712.9,jimmy
1,"(0, 714, 382)",1712.0,142.7995,1711.9,jimmy
1,"(0, 714, 381)",1712.0,89.911,1711.9,jimmy
1,"(0, 712, 381)",1712.0,54.534,1711.9,jimmy
1,"(0, 713, 381)",1712.0,140.919,1711.9,jimmy
1,"(0, 711, 380)",1712.0,123.7595,1711.9,jimmy
1,"(0, 712, 380)",1712.0,86.385,1711.9,jimmy
1,"(0, 711, 379)",1711.0,104.896,1710.9,jimmy
1,"(0, 710, 379)",1712.0,156.257,1711.9,jimmy
1,"(0, 710, 378)",1711.0,4.4075,1710.9,jimmy
1,"(0, 708, 378)",1711.0,19.1575,1710.9,jimmy
1,"(0, 709, 378)",1711.0,157.1385,1710.9,jimmy
1,"(0, 708, 377)",1711.0,735.447,1710.9,jimmy
1,"(0, 707, 376)",1711.0,407.831,1710.9,jimmy
1,"(0, 708, 376)",1711.0,239.762,1710.9,jimmy
1,"(0, 707, 375)",1710.0,647.593,1709.9,jimmy
1,"(0, 706, 374)",1710.0,302.0535,1709.9,jimmy
1,"(0, 707, 374)",1711.0,345.8335,1710.9,jimmy
1,"(0, 706, 373)",1711.0,647.593,1710.9,jimmy
1,"(0, 705, 372)",1711.0,47.012,1710.9,jimmy
1,"(0, 706, 372)",1711.0,116.708,1710.9,jimmy
1,"(0, 706, 371)",1711.0,117.883,1710.9,jimmy
1,"(0, 706, 370)",1711.0,117.883,1710.9,jimmy
1,"(0, 706, 369)",1710.0,117.883,1709.9,jimmy
1,"(0, 706, 368)",1710.0,589.4155,1709.9,jimmy
1,"(0, 706, 367)",1710.0,589.4155,1709.9,jimmy
1,"(0, 706, 366)",1710.0,589.4155,1709.9,jimmy
1,"(0, 706, 365)",1710.0,592.3535,1709.9,jimmy
1,"(0, 706, 364)",1710.0,617.9165,1709.9,jimmy
1,"(0, 706, 363)",1710.0,237.7055,1709.9,jimmy
1,"(0, 707, 363)",1710.0,380.211,1709.9,jimmy
1,"(0, 707, 362)",1709.0,617.9165,1708.9,jimmy
1,"(0, 707, 361)",1709.0,617.9165,1708.9,jimmy
1,"(0, 707, 360)",1709.0,289.125,1708.9,jimmy
1,"(0, 708, 360)",1709.0,328.7915,1708.9,jimmy
1,"(0, 708, 359)",1709.0,617.9165,1708.9,jimmy
1,"(0, 708, 358)",1709.0,617.9165,1708.9,jimmy
1,"(0, 708, 357)",1709.0,340.8385,1708.9,jimmy
1,"(0, 709, 357)",1709.0,277.078,1708.9,jimmy
1,"(0, 709, 356)",1709.0,617.9165,1708.9,jimmy
1,"(0, 709, 355)",1709.0,609.3955,1708.9,jimmy
1,"(0, 709, 354)",1709.0,597.055,1708.9,jimmy
1,"(0, 709, 353)",1709.0,597.055,1708.9,jimmy
1,"(0, 709, 352)",1709.0,603.225,1708.9,jimmy
1,"(0, 708, 351)",1709.0,597.055,1708.9,jimmy
1,"(0, 709, 351)",1708.0,6.464,1707.9,jimmy
1,"(0, 708, 350)",1709.0,605.8695,1708.9,jimmy
1,"(0, 708, 349)",1709.0,520.366,1708.9,jimmy
1,"(0, 709, 349)",1708.0,88.148,1707.9,jimmy
1,"(0, 709, 348)",1708.0,608.514,1707.9,jimmy
1,"(0, 709, 347)",1708.0,608.514,1707.9,jimmy
1,"(0, 710, 347)",1708.0,230.066,1707.9,jimmy
1,"(0, 710, 346)",1708.0,661.9905,1707.9,jimmy
1,"(0, 711, 346)",1709.0,100.1945,1708.9,jimmy
1,"(0, 711, 345)",1711.0,626.4375,1710.9,jimmy
1,"(0, 711, 344)",1711.0,593.235,1710.9,jimmy
1,"(0, 711, 343)",1709.0,589.709,1708.9,jimmy
1,"(0, 711, 342)",1708.0,589.709,1707.9,jimmy
1,"(0, 711, 341)",1708.0,595.292,1707.9,jimmy
1,"(0, 711, 340)",1708.0,597.6425,1707.9,jimmy
1,"(0, 711, 339)",1707.0,597.6425,1706.9,jimmy
1,"(0, 711, 338)",1707.0,290.594,1706.9,jimmy
1,"(0, 712, 338)",1707.0,475.411,1706.9,jimmy
1,"(0, 712, 337)",1707.0,425.754,1706.9,jimmy
1,"(0, 713, 337)",1708.0,346.421,1707.9,jimmy
1,"(0, 713, 336)",1707.0,574.4305,1706.9,jimmy
1,"(0, 714, 336)",1708.0,186.8735,1707.9,jimmy
1,"(0, 714, 335)",1708.0,618.504,1707.9,jimmy
1,"(0, 714, 334)",1707.0,589.1215,1706.9,jimmy
1,"(0, 714, 333)",1707.0,589.1215,1706.9,jimmy
1,"(0, 714, 332)",1707.0,607.6325,1706.9,jimmy
1,"(0, 714, 331)",1707.0,613.509,1706.9,jimmy
1,"(0, 713, 330)",1707.0,604.4005,1706.9,jimmy
1,"(0, 714, 330)",1707.0,28.2075,1706.9,jimmy
1,"(0, 701, 329)",1706.0,347.89,1705.9,jimmy
1,"(0, 702, 329)",1706.0,658.7585,1705.9,jimmy
1,"(0, 703, 329)",1706.0,594.998,1705.9,jimmy
1,"(0, 704, 329)",1706.0,587.9465,1705.9,jimmy
1,"(0, 705, 329)",1706.0,587.9465,1705.9,jimmy
1,"(0, 706, 329)",1706.0,587.9465,1705.9,jimmy
1,"(0, 707, 329)",1706.0,587.9465,1705.9,jimmy
1,"(0, 708, 329)",1706.0,587.9465,1705.9,jimmy
1,"(0, 709, 329)",1706.0,613.509,1705.9,jimmy
1,"(0, 710, 329)",1706.0,627.613,1705.9,jimmy
1,"(0, 711, 329)",1706.0,410.1815,1705.9,jimmy
1,"(0, 712, 329)",1707.0,487.4575,1706.9,jimmy
1,"(0, 713, 329)",1707.0,577.6625,1706.9,jimmy
1,"(0, 700, 328)",1706.0,173.0635,1705.9,jimmy
1,"(0, 701, 328)",1706.0,584.4205,1705.9,jimmy
1,"(0, 711, 328)",1706.0,238.8805,1705.9,jimmy
1,"(0, 712, 328)",1707.0,151.908,1706.9,jimmy
1,"(0, 700, 327)",1706.0,741.3235,1705.9,jimmy
1,"(0, 700, 326)",1705.0,77.57,1704.9,jimmy
1,"(0, 701, 326)",1705.0,684.909,1704.9,jimmy
1,"(0, 701, 325)",1705.0,188.049,1704.9,jimmy
1,"(0, 702, 325)",1705.0,704.0075,1704.9,jimmy
1,"(0, 703, 325)",1705.0,153.965,1704.9,jimmy
1,"(0, 703, 324)",1705.0,660.815,1704.9,jimmy
1,"(0, 704, 324)",1705.0,174.239,1704.9,jimmy
1,"(0, 704, 323)",1705.0,653.4695,1704.9,jimmy
1,"(0, 705, 323)",1705.0,181.5845,1704.9,jimmy
1,"(0, 705, 322)",1704.0,646.124,1703.9,jimmy
1,"(0, 706, 322)",1704.0,189.224,1703.9,jimmy
1,"(0, 706, 321)",1704.0,638.4845,1703.9,jimmy
1,"(0, 707, 321)",1704.0,196.5695,1703.9,jimmy
1,"(0, 707, 320)",1704.0,560.6205,1703.9,jimmy
1,"(0, 708, 320)",1704.0,552.981,1703.9,jimmy
1,"(0, 708, 319)",1705.0,113.7105,1704.9,jimmy
1,"(0, 709, 319)",1704.0,666.6915,1703.9,jimmy
1,"(0, 710, 319)",1704.0,465.7145,1703.9,jimmy
1,"(0, 710, 318)",1705.0,201.271,1704.9,jimmy
1,"(0, 711, 318)",1704.0,666.6915,1703.9,jimmy
1,"(0, 712, 318)",1703.0,378.1545,1702.9,jimmy
1,"(0, 712, 317)",1704.0,288.831,1703.9,jimmy
1,"(0, 713, 317)",1703.0,620.855,1702.9,jimmy
1,"(0, 713, 316)",1703.0,332.905,1702.9,jimmy
1,"(0, 714, 316)",1703.0,673.156,1702.9,jimmy
1,"(0, 715, 316)",1703.0,47.306,1702.9,jimmy
1,"(0, 715, 315)",1703.0,625.556,1702.9,jimmy
1,"(0, 716, 315)",1703.0,581.482,1702.9,jimmy
1,"(0, 716, 314)",1703.0,91.674,1702.9,jimmy
1,"(0, 717, 314)",1703.0,673.156,1702.9,jimmy
1,"(0, 718, 314)",1703.0,442.2085,1702.9,jimmy
1,"(0, 718, 313)",1703.0,230.6535,1702.9,jimmy
1,"(0, 719, 313)",1703.0,673.156,1702.9,jimmy
1,"(0, 720, 313)",1703.0,194.219,1702.9,jimmy
1,"(0, 720, 312)",1702.0,713.116,1701.9,jimmy
1,"(0, 721, 312)",1703.0,58.1775,1702.9,jimmy
1,"(0, 721, 311)",1702.0,771.294,1701.9,jimmy
1,"(0, 721, 310)",1702.0,78.7455,1701.9,jimmy
1,"(0, 722, 310)",1702.0,624.6745,1701.9,jimmy
1,"(0, 722, 309)",1702.0,487.4575,1701.9,jimmy
1,"(0, 723, 309)",1703.0,202.4465,1702.9,jimmy
1,"(0, 722, 308)",1702.0,119.5875,1701.9,jimmy
1,"(0, 723, 308)",1703.0,816.249,1702.9,jimmy
1,"(0, 718, 307)",1702.0,492.159,1701.9,jimmy
1,"(0, 719, 307)",1702.0,622.618,1701.9,jimmy
1,"(0, 720, 307)",1702.0,608.514,1701.9,jimmy
1,"(0, 721, 307)",1702.0,620.267,1701.9,jimmy
1,"(0, 722, 307)",1702.0,529.181,1701.9,jimmy
1,"(0, 716, 306)",1702.0,379.3295,1701.9,jimmy
1,"(0, 717, 306)",1702.0,659.052,1701.9,jimmy
1,"(0, 718, 306)",1702.0,166.8935,1701.9,jimmy
1,"(0, 715, 305)",1701.0,413.4135,1700.9,jimmy
1,"(0, 716, 305)",1701.0,404.305,1700.9,jimmy
1,"(0, 714, 304)",1701.0,385.206,1700.9,jimmy
1,"(0, 715, 304)",1701.0,432.512,1700.9,jimmy
1,"(0, 713, 303)",1701.0,443.384,1700.9,jimmy
1,"(0, 714, 303)",1701.0,442.2085,1700.9,jimmy
1,"(0, 712, 302)",1701.0,574.724,1700.9,jimmy
1,"(0, 713, 302)",1701.0,321.7395,1700.9,jimmy
1,"(0, 711, 301)",1701.0,618.2105,1700.9,jimmy
1,"(0, 712, 301)",1701.0,222.7205,1700.9,jimmy
1,"(0, 710, 300)",1700.0,596.467,1699.9,jimmy
1,"(0, 711, 300)",1701.0,204.209,1700.9,jimmy
1,"(0, 709, 299)",1701.0,398.722,1700.9,jimmy
1,"(0, 710, 299)",1701.0,329.0855,1700.9,jimmy
1,"(0, 708, 298)",1700.0,128.9895,1699.9,jimmy
1,"(0, 709, 298)",1701.0,598.818,1700.9,jimmy
1,"(0, 707, 297)",1700.0,104.602,1699.9,jimmy
1,"(0, 708, 297)",1701.0,726.3385,1700.9,jimmy
1,"(0, 706, 296)",1700.0,118.412,1699.9,jimmy
1,"(0, 707, 296)",1700.0,719.874,1699.9,jimmy
1,"(0, 706, 295)",1700.0,737.7975,1699.9,jimmy
1,"(0, 706, 294)",1700.0,595.292,1699.9,jimmy
1,"(0, 705, 293)",1700.0,517.134,1699.9,jimmy
1,"(0, 706, 293)",1700.0,93.4365,1699.9,jimmy
1,"(0, 705, 292)",1700.0,611.4525,1699.9,jimmy
1,"(0, 704, 291)",1700.0,337.6065,1699.9,jimmy
1,"(0, 705, 291)",1700.0,454.843,1699.9,jimmy
1,"(0, 703, 290)",1699.0,304.9915,1698.9,jimmy
1,"(0, 704, 290)",1700.0,497.448,1699.9,jimmy
1,"(0, 702, 289)",1699.0,131.3405,1698.9,jimmy
1,"(0, 703, 289)",1700.0,624.9685,1699.9,jimmy
1,"(0, 702, 288)",1699.0,631.1385,1698.9,jimmy
1,"(0, 702, 287)",1699.0,591.1785,1698.9,jimmy
1,"(0, 702, 286)",1699.0,591.1785,1698.9,jimmy
1,"(0, 702, 285)",1699.0,591.1785,1698.9,jimmy
1,"(0, 702, 284)",1699.0,591.1785,1698.9,jimmy
1,"(0, 702, 283)",1699.0,590.003,1698.9,jimmy
1,"(0, 702, 282)",1699.0,587.9465,1698.9,jimmy
1,"(0, 702, 281)",1698.0,588.534,1697.9,jimmy
1,"(0, 702, 280)",1698.0,595.8795,1697.9,jimmy
1,"(0, 702, 279)",1698.0,595.8795,1697.9,jimmy
1,"(0, 702, 278)",1698.0,627.319,1697.9,jimmy
1,"(0, 701, 277)",1698.0,295.883,1697.9,jimmy
1,"(0, 702, 277)",1698.0,68.4025,1697.9,jimmy
1,"(0, 701, 276)",1698.0,620.267,1697.9,jimmy
1,"(0, 701, 275)",1698.0,589.709,1697.9,jimmy
1,"(0, 701, 274)",1698.0,634.077,1697.9,jimmy
1,"(0, 701, 273)",1698.0,369.0455,1697.9,jimmy
1,"(0, 702, 273)",1698.0,545.3415,1697.9,jimmy
1,"(0, 702, 272)",1697.0,307.342,1696.9,jimmy
1,"(0, 703, 272)",1697.0,391.6705,1696.9,jimmy
1,"(0, 703, 271)",1697.0,607.339,1696.9,jimmy
1,"(0, 703, 270)",1697.0,588.8275,1696.9,jimmy
1,"(0, 703, 269)",1697.0,592.3535,1696.9,jimmy
1,"(0, 703, 268)",1697.0,602.05,1696.9,jimmy
1,"(0, 703, 267)",1697.0,617.9165,1696.9,jimmy
1,"(0, 702, 266)",1697.0,658.4645,1696.9,jimmy
1,"(0, 703, 266)",1697.0,20.274,1696.9,jimmy
1,"(0, 701, 265)",1697.0,161.6045,1696.9,jimmy
1,"(0, 702, 265)",1697.0,517.134,1696.9,jimmy
1,"(0, 701, 264)",1697.0,651.7065,1696.9,jimmy
1,"(0, 700, 263)",1697.0,29.3825,1696.9,jimmy
1,"(0, 701, 263)",1697.0,605.8695,1696.9,jimmy
1,"(0, 700, 262)",1697.0,618.798,1696.9,jimmy
1,"(0, 700, 261)",1697.0,582.3635,1696.9,jimmy
1,"(0, 701, 261)",1696.0,14.6915,1695.9,jimmy
1,"(0, 701, 260)",1696.0,597.055,1695.9,jimmy
1,"(0, 701, 259)",1696.0,771.0,1695.9,jimmy
1,"(0, 702, 259)",1696.0,6.1705,1695.9,jimmy
1,"(0, 702, 258)",1696.0,814.78,1695.9,jimmy
1,"(0, 713, 258)",1695.0,300.584,1694.9,jimmy
1,"(0, 714, 258)",1695.0,118.353,1694.9,jimmy
1,"(0, 715, 258)",1695.0,51.361,1694.9,jimmy
1,"(0, 702, 257)",1697.0,28.501,1696.9,jimmy
1,"(0, 703, 257)",1696.0,757.778,1695.9,jimmy
1,"(0, 704, 257)",1696.0,349.947,1695.9,jimmy
1,"(0, 711, 257)",1695.0,362.8755,1694.9,jimmy
1,"(0, 712, 257)",1695.0,601.756,1694.9,jimmy
1,"(0, 713, 257)",1695.0,611.4525,1694.9,jimmy
1,"(0, 715, 257)",1695.0,374.041,1694.9,jimmy
1,"(0, 716, 257)",1695.0,547.986,1694.9,jimmy
1,"(0, 704, 256)",1696.0,274.4335,1695.9,jimmy
1,"(0, 705, 256)",1696.0,633.1955,1695.9,jimmy
1,"(0, 706, 256)",1696.0,650.825,1695.9,jimmy
1,"(0, 707, 256)",1696.0,594.7045,1695.9,jimmy
1,"(0, 708, 256)",1696.0,594.7045,1695.9,jimmy
1,"(0, 709, 256)",1695.0,594.7045,1694.9,jimmy
1,"(0, 710, 256)",1695.0,614.3905,1694.9,jimmy
1,"(0, 711, 256)",1695.0,252.103,1694.9,jimmy
1,"(0, 716, 256)",1695.0,602.05,1694.9,jimmy
1,"(0, 716, 255)",1695.0,614.6845,1694.9,jimmy
1,"(0, 716, 254)",1694.0,216.256,1693.9,jimmy
1,"(0, 717, 254)",1694.0,398.4285,1693.9,jimmy
1,"(0, 717, 253)",1694.0,731.0395,1693.9,jimmy
1,"(0, 717, 252)",1694.0,70.5185,1693.9,jimmy
1,"(0, 718, 252)",1694.0,672.862,1693.9,jimmy
1,"(0, 718, 251)",1694.0,608.2205,1693.9,jimmy
1,"(0, 718, 250)",1694.0,593.235,1693.9,jimmy
1,"(0, 718, 249)",1694.0,599.4055,1693.9,jimmy
1,"(0, 718, 248)",1694.0,608.514,1693.9,jimmy
