Period,CELLID,STAGE,COND,RBOT,BOUNDNAME
1,"(0, 66, 250)",1799.0,1457.2865,1798.94,sand
1,"(0, 66, 249)",1799.0,3796.5245,1798.94,sand
1,"(0, 66, 248)",1799.0,2969.695,1798.94,sand
1,"(0, 67, 248)",1798.0,826.8295,1797.94,sand
1,"(0, 67, 247)",1798.0,3796.5245,1797.94,sand
1,"(0, 67, 246)",1798.0,3600.1525,1797.94,sand
1,"(0, 68, 246)",1797.0,196.372,1796.94,sand
1,"(0, 68, 245)",1797.0,3796.5245,1796.94,sand
1,"(0, 68, 244)",1797.0,3736.235,1796.94,sand
1,"(0, 68, 243)",1797.0,1369.436,1796.94,sand
1,"(0, 69, 243)",1797.0,2197.988,1796.94,sand
1,"(0, 69, 242)",1797.0,3567.424,1796.94,sand
1,"(0, 69, 241)",1797.0,3567.424,1796.94,sand
1,"(0, 69, 240)",1797.0,3567.424,1796.94,sand
1,"(0, 69, 239)",1798.0,411.692,1797.94,sand
1,"(0, 70, 239)",1797.0,3155.7315,1796.94,sand
1,"(0, 70, 238)",1797.0,3567.424,1796.94,sand
1,"(0, 70, 237)",1797.0,3567.424,1796.94,sand
1,"(0, 70, 236)",1796.0,3023.0945,1795.94,sand
1,"(0, 71, 236)",1796.0,544.3295,1795.94,sand
1,"(0, 71, 235)",1796.0,3567.424,1795.94,sand
1,"(0, 71, 234)",1795.0,3567.424,1794.94,sand
1,"(0, 71, 233)",1795.0,3567.424,1794.94,sand
1,"(0, 71, 232)",1795.0,2067.073,1794.94,sand
1,"(0, 72, 232)",1795.0,1500.3505,1794.94,sand
1,"(0, 72, 231)",1794.0,3567.424,1793.94,sand
1,"(0, 72, 230)",1794.0,3567.424,1793.94,sand
1,"(0, 72, 229)",1794.0,3567.424,1793.94,sand
1,"(0, 72, 228)",1794.0,1112.7745,1793.94,sand
1,"(0, 73, 228)",1794.0,2456.372,1793.94,sand
1,"(0, 73, 227)",1794.0,3567.424,1793.94,sand
1,"(0, 73, 226)",1794.0,3567.424,1793.94,sand
1,"(0, 73, 225)",1793.0,3567.424,1792.94,sand
1,"(0, 73, 224)",1793.0,156.753,1792.94,sand
1,"(0, 74, 224)",1793.0,3410.6705,1792.94,sand
1,"(0, 74, 223)",1793.0,3605.32,1792.94,sand
1,"(0, 74, 222)",1792.0,3688.003,1791.94,sand
1,"(0, 74, 221)",1792.0,590.8385,1791.94,sand
1,"(0, 75, 221)",1792.0,3097.1645,1791.94,sand
1,"(0, 75, 220)",1792.0,3688.003,1791.94,sand
1,"(0, 75, 219)",1792.0,2904.238,1791.94,sand
1,"(0, 76, 219)",1791.0,783.765,1790.94,sand
1,"(0, 76, 218)",1791.0,3688.003,1790.94,sand
1,"(0, 76, 217)",1791.0,3688.003,1790.94,sand
1,"(0, 76, 216)",1790.0,1529.634,1789.94,sand
1,"(0, 77, 216)",1790.0,2158.369,1789.94,sand
1,"(0, 77, 215)",1790.0,3688.003,1789.94,sand
1,"(0, 77, 214)",1789.0,3688.003,1788.94,sand
1,"(0, 77, 213)",1789.0,155.0305,1788.94,sand
1,"(0, 78, 213)",1789.0,3532.9725,1788.94,sand
1,"(0, 78, 212)",1788.0,3688.003,1787.94,sand
1,"(0, 78, 211)",1788.0,2468.43,1787.94,sand
1,"(0, 79, 211)",1788.0,1219.573,1787.94,sand
1,"(0, 79, 210)",1787.0,3688.003,1786.94,sand
1,"(0, 79, 209)",1787.0,3688.003,1786.94,sand
1,"(0, 79, 208)",1787.0,1093.826,1786.94,sand
1,"(0, 80, 208)",1786.0,2594.177,1785.94,sand
1,"(0, 80, 207)",1786.0,3688.003,1785.94,sand
1,"(0, 80, 206)",1786.0,3407.2255,1785.94,sand
1,"(0, 81, 206)",1785.0,279.055,1784.94,sand
1,"(0, 81, 205)",1785.0,3688.003,1784.94,sand
1,"(0, 81, 204)",1785.0,3688.003,1784.94,sand
1,"(0, 81, 203)",1785.0,2034.3445,1784.94,sand
1,"(0, 82, 203)",1784.0,1653.6585,1783.94,sand
1,"(0, 82, 202)",1784.0,3688.003,1783.94,sand
1,"(0, 82, 201)",1784.0,3688.003,1783.94,sand
1,"(0, 82, 200)",1783.0,661.4635,1782.94,sand
1,"(0, 83, 200)",1783.0,3026.5395,1782.94,sand
1,"(0, 83, 199)",1783.0,3688.003,1782.94,sand
1,"(0, 83, 198)",1783.0,2974.863,1782.94,sand
1,"(0, 84, 198)",1783.0,713.14,1782.94,sand
1,"(0, 84, 197)",1782.0,3688.003,1781.94,sand
1,"(0, 84, 196)",1782.0,3688.003,1781.94,sand
1,"(0, 84, 195)",1782.0,1601.9815,1781.94,sand
1,"(0, 85, 195)",1782.0,2086.0215,1781.94,sand
1,"(0, 85, 194)",1781.0,3688.003,1780.94,sand
1,"(0, 85, 193)",1781.0,3688.003,1780.94,sand
1,"(0, 85, 192)",1781.0,229.1005,1780.94,sand
1,"(0, 86, 192)",1781.0,3457.18,1780.94,sand
1,"(0, 86, 191)",1780.0,3596.7075,1779.94,sand
1,"(0, 86, 190)",1780.0,3489.9085,1779.94,sand
1,"(0, 86, 189)",1779.0,3489.9085,1778.94,sand
1,"(0, 86, 188)",1779.0,1067.988,1778.94,sand
1,"(0, 87, 188)",1779.0,2421.9205,1778.94,sand
1,"(0, 87, 187)",1779.0,3489.9085,1778.94,sand
1,"(0, 87, 186)",1779.0,3489.9085,1778.94,sand
1,"(0, 87, 185)",1779.0,3526.0825,1778.94,sand
1,"(0, 87, 184)",1779.0,3536.4175,1778.94,sand
1,"(0, 86, 183)",1779.0,2740.5945,1778.94,sand
1,"(0, 87, 183)",1779.0,797.5455,1778.94,sand
1,"(0, 86, 182)",1779.0,3536.4175,1778.94,sand
1,"(0, 86, 181)",1778.0,3536.4175,1777.94,sand
1,"(0, 86, 180)",1778.0,3536.4175,1777.94,sand
1,"(0, 85, 179)",1778.0,1579.5885,1777.94,sand
1,"(0, 86, 179)",1778.0,1958.552,1777.94,sand
1,"(0, 85, 178)",1778.0,3538.14,1777.94,sand
1,"(0, 85, 177)",1778.0,3722.4545,1777.94,sand
1,"(0, 84, 176)",1777.0,1400.442,1776.94,sand
1,"(0, 85, 176)",1778.0,2330.625,1777.94,sand
1,"(0, 84, 175)",1778.0,3731.067,1777.94,sand
1,"(0, 84, 174)",1778.0,3731.067,1777.94,sand
1,"(0, 83, 173)",1779.0,3586.372,1778.94,sand
1,"(0, 84, 173)",1779.0,142.9725,1778.94,sand
1,"(0, 83, 172)",1779.0,3731.067,1778.94,sand
1,"(0, 82, 171)",1778.0,2044.68,1777.94,sand
1,"(0, 83, 171)",1779.0,1686.387,1778.94,sand
1,"(0, 82, 170)",1778.0,3750.015,1777.94,sand
1,"(0, 81, 169)",1777.0,873.3385,1776.94,sand
1,"(0, 82, 169)",1778.0,2904.238,1777.94,sand
1,"(0, 81, 168)",1777.0,3777.576,1776.94,sand
1,"(0, 80, 167)",1776.0,1.7225,1775.94,sand
1,"(0, 81, 167)",1776.0,3775.8535,1775.94,sand
1,"(0, 80, 166)",1776.0,3777.576,1775.94,sand
1,"(0, 80, 165)",1775.0,3777.576,1774.94,sand
1,"(0, 79, 164)",1775.0,2905.9605,1774.94,sand
1,"(0, 80, 164)",1775.0,871.616,1774.94,sand
1,"(0, 79, 163)",1774.0,3777.576,1773.94,sand
1,"(0, 79, 162)",1774.0,3712.119,1773.94,sand
1,"(0, 79, 161)",1773.0,3694.8935,1772.94,sand
1,"(0, 79, 160)",1773.0,1839.695,1772.94,sand
1,"(0, 80, 160)",1773.0,1855.198,1772.94,sand
1,"(0, 80, 159)",1773.0,3694.8935,1772.94,sand
1,"(0, 80, 158)",1773.0,3694.8935,1772.94,sand
1,"(0, 80, 157)",1772.0,322.119,1771.94,sand
1,"(0, 81, 157)",1772.0,3371.052,1771.94,sand
1,"(0, 81, 156)",1772.0,3694.8935,1771.94,sand
1,"(0, 81, 155)",1772.0,2501.1585,1771.94,sand
1,"(0, 82, 155)",1772.0,1193.735,1771.94,sand
1,"(0, 82, 154)",1772.0,3956.7225,1771.94,sand
1,"(0, 83, 154)",1771.0,1698.445,1770.94,sand
1,"(0, 83, 153)",1771.0,2537.3325,1770.94,sand
1,"(0, 84, 153)",1771.0,3386.555,1770.94,sand
1,"(0, 84, 152)",1771.0,850.945,1770.94,sand
1,"(0, 85, 152)",1771.0,4237.5,1770.94,sand
1,"(0, 86, 152)",1770.0,837.1645,1769.94,sand
1,"(0, 86, 151)",1770.0,3400.3355,1769.94,sand
1,"(0, 87, 151)",1770.0,2523.552,1769.94,sand
1,"(0, 87, 150)",1770.0,1713.948,1769.94,sand
1,"(0, 88, 150)",1770.0,4211.6615,1769.94,sand
1,"(0, 88, 149)",1770.0,25.8385,1769.94,sand
1,"(0, 89, 149)",1771.0,4146.2045,1770.94,sand
1,"(0, 90, 149)",1770.0,2072.241,1769.94,sand
1,"(0, 90, 148)",1772.0,2034.3445,1771.94,sand
1,"(0, 91, 148)",1771.0,4106.5855,1770.94,sand
1,"(0, 92, 148)",1769.0,198.0945,1768.94,sand
1,"(0, 92, 147)",1769.0,3908.491,1768.94,sand
1,"(0, 93, 147)",1768.0,2430.5335,1767.94,sand
1,"(0, 93, 146)",1768.0,1676.052,1767.94,sand
1,"(0, 94, 146)",1768.0,4106.5855,1767.94,sand
1,"(0, 95, 146)",1767.0,556.387,1766.94,sand
1,"(0, 95, 145)",1767.0,3550.198,1766.94,sand
1,"(0, 96, 145)",1767.0,2273.7805,1766.94,sand
1,"(0, 96, 144)",1767.0,3038.5975,1766.94,sand
1,"(0, 97, 144)",1767.0,1241.9665,1766.94,sand
1,"(0, 97, 143)",1767.0,4280.564,1766.94,sand
1,"(0, 97, 142)",1767.0,289.39,1766.94,sand
1,"(0, 98, 142)",1767.0,3991.174,1766.94,sand
1,"(0, 98, 141)",1767.0,1820.747,1766.94,sand
1,"(0, 99, 141)",1767.0,2458.0945,1766.94,sand
1,"(0, 99, 140)",1767.0,3353.826,1766.94,sand
1,"(0, 100, 140)",1766.0,926.738,1765.94,sand
1,"(0, 100, 139)",1766.0,4066.9665,1765.94,sand
1,"(0, 100, 138)",1766.0,3452.012,1765.94,sand
1,"(0, 100, 137)",1765.0,3452.012,1764.94,sand
1,"(0, 100, 136)",1765.0,3452.012,1764.94,sand
1,"(0, 100, 135)",1764.0,3452.012,1763.94,sand
1,"(0, 100, 134)",1764.0,3452.012,1763.94,sand
1,"(0, 100, 133)",1763.0,3452.012,1762.94,sand
1,"(0, 100, 132)",1763.0,3452.012,1762.94,sand
1,"(0, 100, 131)",1762.0,3453.735,1761.94,sand
1,"(0, 100, 130)",1762.0,3458.9025,1761.94,sand
1,"(0, 100, 129)",1761.0,3458.9025,1760.94,sand
1,"(0, 100, 128)",1761.0,3458.9025,1760.94,sand
1,"(0, 100, 127)",1761.0,3458.9025,1760.94,sand
1,"(0, 100, 126)",1762.0,3458.9025,1761.94,sand
1,"(0, 100, 125)",1762.0,25.8385,1761.94,sand
